title,genres
Cool Hand Luke,Drama
Cyrano de Bergerac,Comedy
Young Frankenstein,Comedy
Night on Earth,Comedy
Raise the Red Lantern (Da hong deng long gao gao gua),Drama
"Great Dictator, The",Comedy
Fantasia,Animation
High Noon,Drama
"Big Sleep, The",Crime
Heathers,Comedy
Somewhere in Time,Drama
Ben-Hur,Action
This Is Spinal Tap,Comedy
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),Documentary
Some Kind of Wonderful,Drama
Indiana Jones and the Last Crusade,Action
Being There,Comedy
Gandhi,Drama
"Unbearable Lightness of Being, The",Drama
"Room with a View, A",Drama
Real Genius,Comedy
Pink Floyd: The Wall,Drama
"Killing Fields, The",Drama
My Life as a Dog (Mitt liv som hund),Comedy
Forbidden Planet,Drama
Field of Dreams,Children
"Man Who Would Be King, The",Adventure
Butch Cassidy and the Sundance Kid,Action
"Paris, Texas",Drama
Until the End of the World (Bis ans Ende der Welt),Adventure
When Harry Met Sally...,Comedy
Hype!,Documentary
Female Perversions,Drama
Blue Juice,Comedy
Alien³ (a.k.a. Alien 3),Action
"American Werewolf in London, An",Comedy
Amityville 1992: It's About Time,Horror
Amityville 3-D,Horror
Amityville: Dollhouse,Horror
Amityville: A New Generation,Horror
Amityville II: The Possession,Horror
"Amityville Horror, The",Drama
"Amityville Curse, The",Horror
Blood for Dracula (Andy Warhol's Dracula),Horror
April Fool's Day,Horror
Audrey Rose,Horror
"Believers, The",Horror
"Birds, The",Horror
"Blob, The",Horror
Blood Beach,Horror
Body Parts,Horror
"Body Snatcher, The",Drama
Dracula (Bram Stoker's Dracula),Fantasy
"Bride of Frankenstein, The (Bride of Frankenstein)",Drama
Burnt Offerings,Horror
Candyman,Horror
Cape Fear,Thriller
Cape Fear,Crime
Carrie,Drama
Cat People,Drama
"Nightmare on Elm Street, A",Horror
"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Horror
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),Horror
"Omen, The",Horror
Blood and Wine (Blood & Wine),Crime
Albino Alligator,Crime
"Mirror Has Two Faces, The",Comedy
Breaking the Waves,Drama
Nightwatch,Horror
Star Trek: First Contact,Action
Shine,Drama
Sling Blade,Drama
Jingle All the Way,Children
Paradise Lost: The Child Murders at Robin Hood Hills,Documentary
"Preacher's Wife, The",Drama
Ridicule,Drama
"Crucible, The",Drama
101 Dalmatians,Adventure
Die Hard 2,Action
Star Trek: The Motion Picture,Adventure
Star Trek VI: The Undiscovered Country,Action
Star Trek V: The Final Frontier,Action
Star Trek II: The Wrath of Khan,Action
Star Trek III: The Search for Spock,Action
Star Trek IV: The Voyage Home,Adventure
Batman Returns,Action
Young Guns,Action
Young Guns II,Action
Grease,Comedy
Grease 2,Comedy
Marked for Death,Action
Under Siege,Action
Jaws,Action
Jaws 2,Horror
Jaws 3-D,Action
My Fellow Americans,Comedy
Mars Attacks!,Action
Citizen Ruth,Comedy
Jerry Maguire,Drama
Raising Arizona,Comedy
Tin Men,Comedy
Sneakers,Action
Bastard Out of Carolina,Drama
In Love and War,Romance
Marvin's Room,Drama
Ghosts of Mississippi,Drama
Beavis and Butt-Head Do America,Adventure
La Cérémonie,Crime
Scream,Comedy
"Last of the Mohicans, The",Action
Michael,Comedy
Hamlet,Crime
Some Mother's Son,Drama
"Whole Wide World, The",Drama
Mother,Comedy
"Thieves (Voleurs, Les)",Crime
Evita,Drama
"Portrait of a Lady, The",Drama
Walkabout,Adventure
Murder at 1600,Crime
Hearts and Minds,Drama
Fierce Creatures,Comedy
Zeus and Roxanne,Children
Turbulence,Action
Angel Baby,Drama
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),Action
Underworld,Comedy
Beverly Hills Ninja,Action
Metro,Action
"Cement Garden, The",Drama
Dante's Peak,Action
Meet Wally Sparks,Comedy
Amos & Andrew,Comedy
Benny & Joon,Comedy
Prefontaine,Drama
McHale's Navy,Comedy
Kolya (Kolja),Comedy
Gridlock'd,Crime
Waiting for Guffman,Comedy
"Beautician and the Beast, The",Comedy
SubUrbia,Comedy
"Pest, The",Comedy
Fools Rush In,Comedy
Touch,Drama
Absolute Power,Mystery
That Darn Cat,Children
Vegas Vacation (National Lampoon's Las Vegas Vacation),Comedy
Lost Highway,Crime
Rosewood,Action
Donnie Brasco,Crime
Booty Call,Comedy
Best Men,Action
Jungle2Jungle (a.k.a. Jungle 2 Jungle),Children
Kama Sutra: A Tale of Love,Romance
Private Parts,Comedy
Love Jones,Romance
"Saint, The",Action
Smilla's Sense of Snow,Drama
Crash,Drama
"Daytrippers, The",Comedy
Liar Liar,Comedy
Selena,Drama
"Devil's Own, The",Action
Cats Don't Dance,Animation
B*A*P*S,Comedy
Love and Other Catastrophes,Romance
Turbo: A Power Rangers Movie,Action
Anna Karenina,Drama
Double Team,Action
Inventing the Abbotts,Drama
Anaconda,Action
Grosse Pointe Blank,Comedy
Kissed,Drama
8 Heads in a Duffel Bag,Comedy
Paradise Road,Drama
Romy and Michele's High School Reunion,Comedy
Temptress Moon (Feng Yue),Romance
Volcano,Action
Children of the Revolution,Comedy
Austin Powers: International Man of Mystery,Action
Breakdown,Action
Broken English,Drama
Fathers' Day,Comedy
"Fifth Element, The",Action
Nowhere,Comedy
"Promise, The (La promesse)",Drama
Shall We Dance? (Shall We Dansu?),Comedy
Addicted to Love,Comedy
Brassed Off,Comedy
"Lost World: Jurassic Park, The",Action
Ponette,Drama
Schizopolis,Comedy
Shiloh,Children
Rough Magic,Drama
Trial and Error,Comedy
Buddy,Adventure
Con Air,Action
"Pillow Book, The",Drama
Speed 2: Cruise Control,Action
Batman & Robin,Action
For Roseanna (Roseanna's Grave),Comedy
Head Above Water,Comedy
Hercules,Adventure
My Best Friend's Wedding,Comedy
When the Cat's Away (Chacun cherche son chat),Comedy
"Contempt (Mépris, Le)",Drama
Face/Off,Action
Fall,Romance
Men in Black (a.k.a. MIB),Action
Out to Sea,Comedy
Wild America,Adventure
"Simple Wish, A",Children
Contact,Drama
Love Serenade,Comedy
G.I. Jane,Action
Conan the Barbarian,Action
George of the Jungle,Children
Cop Land,Action
Event Horizon,Horror
Spawn,Action
Air Bud,Children
Picture Perfect,Comedy
In the Company of Men,Comedy
Career Girls,Drama
Conspiracy Theory,Drama
Desperate Measures,Crime
Steel,Action
She's So Lovely,Drama
Hoodlum,Crime
Leave It to Beaver,Comedy
Mimic,Horror
Money Talks,Action
Excess Baggage,Adventure
Kull the Conqueror,Action
Air Force One,Action
187 (One Eight Seven),Drama
"Hunt for Red October, The",Action
My Own Private Idaho,Drama
"Kiss Me, Guido",Comedy
Star Maps,Drama
In & Out,Comedy
"Edge, The",Adventure
"Peacemaker, The",Action
L.A. Confidential,Crime
Seven Years in Tibet,Adventure
Kiss the Girls,Crime
Soul Food,Drama
Wishmaster,Horror
"Thousand Acres, A",Drama
"Game, The",Drama
Fire Down Below,Action
U Turn,Crime
"MatchMaker, The",Comedy
"Assignment, The",Action
Ulee's Gold,Drama
"Ice Storm, The",Drama
Chasing Amy,Comedy
"Full Monty, The",Comedy
Indian Summer (a.k.a. Alive & Kicking),Comedy
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",Drama
I Know What You Did Last Summer,Horror
The Devil's Advocate,Drama
RocketMan (a.k.a. Rocket Man),Children
Playing God,Crime
"House of Yes, The",Comedy
"Fast, Cheap & Out of Control",Documentary
Washington Square,Drama
Year of the Horse,Documentary
Gattaca,Drama
FairyTale: A True Story,Children
Phantoms,Drama
Swept from the Sea,Drama
"Life Less Ordinary, A",Romance
Hurricane Streets,Drama
Eve's Bayou,Drama
Switchback,Crime
Gang Related,Crime
Stripes,Comedy
Bean,Comedy
Mad City,Action
Welcome to Sarajevo,Drama
Deceiver,Crime
"Rainmaker, The",Drama
Boogie Nights,Drama
Witness,Drama
Incognito,Crime
Starship Troopers,Action
Critical Care,Comedy
"Joy Luck Club, The",Drama
Chairman of the Board,Comedy
Sliding Doors,Drama
Mortal Kombat: Annihilation,Action
"Truman Show, The",Comedy
"Wings of the Dove, The",Drama
Mrs. Dalloway,Drama
"I Love You, I Love You Not",Drama
Red Corner,Crime
"Jackal, The",Action
Anastasia,Adventure
"Man Who Knew Too Little, The",Comedy
Alien: Resurrection,Action
Amistad,Drama
"Apostle, The",Drama
Artemisia,Drama
Bent,Drama
"Butcher Boy, The",Comedy
Deconstructing Harry,Comedy
Flubber,Children
For Richer or Poorer,Comedy
Good Will Hunting,Drama
Home Alone 3,Children
Midnight in the Garden of Good and Evil,Crime
Mouse Hunt,Children
Scream 2,Comedy
Stranger in the House,Thriller
"Sweet Hereafter, The",Drama
Titanic,Drama
Tomorrow Never Dies,Action
"Postman, The",Action
"Horse Whisperer, The",Drama
Jackie Brown,Crime
Kundun,Drama
Mr. Magoo,Comedy
"Big Lebowski, The",Comedy
Afterglow,Drama
My Life in Pink (Ma vie en rose),Comedy
Great Expectations,Drama
3 Ninjas: High Noon On Mega Mountain,Action
Senseless,Comedy
Wag the Dog,Comedy
Dark City,Adventure
Hard Rain,Action
Half Baked,Comedy
Fallen,Crime
Shooting Fish,Comedy
Fallen Angels (Duo luo tian shi),Drama
"Four Days in September (O Que É Isso, Companheiro?)",Drama
Spice World,Comedy
Deep Rising,Action
Music From Another Room,Drama
"Replacement Killers, The",Action
B. Monkey,Crime
Night Flier,Horror
Blues Brothers 2000,Action
"Wedding Singer, The",Comedy
Sphere,Sci-Fi
Palmetto,Crime
As Good as It Gets,Comedy
King of New York,Crime
Twilight,Crime
U.S. Marshals,Action
Welcome to Woop-Woop,Comedy
Love and Death on Long Island,Comedy
Everest,Documentary
Hush,Thriller
Suicide Kings,Comedy
"Man in the Iron Mask, The",Action
"Newton Boys, The",Crime
Wild Things,Crime
Paulie,Adventure
"Cool, Dry Place, A",Drama
Fireworks (Hana-bi),Crime
Primary Colors,Comedy
Wide Awake,Children
Two Girls and a Guy,Comedy
"Object of My Affection, The",Comedy
Homegrown,Comedy
The Players Club,Comedy
Barney's Great Adventure,Adventure
"Big One, The",Comedy
Chinese Box,Drama
Lost in Space,Action
Mercury Rising,Action
"Spanish Prisoner, The",Crime
City of Angels,Drama
"Last Days of Disco, The",Comedy
"Odd Couple II, The",Comedy
My Giant,Comedy
He Got Game,Drama
"Gingerbread Man, The",Drama
Live Flesh (Carne trémula),Drama
Zero Effect,Comedy
"Borrowers, The",Adventure
Krippendorf's Tribe,Comedy
Kurt & Courtney,Documentary
"Real Blonde, The",Comedy
Mr. Nice Guy (Yat goh ho yan),Action
Taste of Cherry (Ta'm e guilass),Drama
Character (Karakter),Drama
Species II,Horror
Major League: Back to the Minors,Comedy
"Big Hit, The",Action
Tarzan and the Lost City,Action
"Dancer, Texas Pop. 81",Comedy
"Misérables, Les",Crime
Clockwatchers,Comedy
Deep Impact,Drama
Quest for Camelot,Adventure
Godzilla,Action
Bulworth,Comedy
Fear and Loathing in Las Vegas,Adventure
"Opposite of Sex, The",Comedy
Almost Heroes,Adventure
Hope Floats,Comedy
Insomnia,Drama
"Ugly, The",Horror
"Perfect Murder, A",Thriller
Beyond Silence (Jenseits der Stille),Drama
Six Days Seven Nights,Adventure
Can't Hardly Wait,Comedy
High Art,Drama
"Children of Heaven, The (Bacheha-Ye Aseman)",Comedy
Dream for an Insomniac,Drama
Henry Fool,Comedy
Mr. Jealousy,Comedy
Mulan,Adventure
"X-Files: Fight the Future, The",Action
I Went Down,Comedy
Dr. Dolittle,Comedy
Out of Sight,Comedy
Picnic at Hanging Rock,Drama
Smoke Signals,Comedy
Buffalo '66 (a.k.a. Buffalo 66),Drama
Armageddon,Action
Lethal Weapon 4,Action
Madeline,Children
Small Soldiers,Animation
Pi,Drama
Whatever,Drama
There's Something About Mary,Comedy
Plan 9 from Outer Space,Horror
"Broadway Melody, The",Musical
All Quiet on the Western Front,Action
Cimarron,Drama
Grand Hotel,Drama
Mutiny on the Bounty,Adventure
"Great Ziegfeld, The",Drama
"Life of Emile Zola, The",Drama
You Can't Take It with You,Comedy
Mrs. Miniver,Drama
Going My Way,Comedy
"Lost Weekend, The",Drama
"Best Years of Our Lives, The",Drama
Gentleman's Agreement,Drama
Hamlet,Drama
All the King's Men,Drama
From Here to Eternity,Drama
On the Waterfront,Crime
Marty,Drama
West Side Story,Drama
Tom Jones,Adventure
"Man for All Seasons, A",Drama
In the Heat of the Night,Drama
Oliver!,Drama
Midnight Cowboy,Drama
"French Connection, The",Action
Rocky,Drama
Kramer vs. Kramer,Drama
Ordinary People,Drama
Chariots of Fire,Drama
Terms of Endearment,Comedy
Out of Africa,Drama
"Last Emperor, The",Drama
Rain Man,Drama
Driving Miss Daisy,Drama
Take the Money and Run,Comedy
Klute,Drama
Repo Man,Comedy
Metropolitan,Comedy
Labyrinth,Adventure
"Breakfast Club, The",Comedy
"Nightmare on Elm Street 2: Freddy's Revenge, A",Horror
"Nightmare on Elm Street 3: Dream Warriors, A",Horror
"Nightmare on Elm Street 4: The Dream Master, A",Horror
"Nightmare on Elm Street 5: The Dream Child, A",Horror
"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",Horror
Friday the 13th,Horror
Friday the 13th Part 2,Horror
Friday the 13th Part 3: 3D,Horror
Friday the 13th Part IV: The Final Chapter,Horror
Friday the 13th Part V: A New Beginning,Horror
Friday the 13th Part VI: Jason Lives,Horror
Friday the 13th Part VII: The New Blood,Horror
Friday the 13th Part VIII: Jason Takes Manhattan,Horror
Halloween,Horror
Halloween II,Horror
Halloween III: Season of the Witch,Horror
Halloween 4: The Return of Michael Myers,Horror
Halloween 5: The Revenge of Michael Myers,Horror
Prom Night,Horror
Prom Night IV: Deliver Us From Evil,Horror
Child's Play,Horror
Child's Play 2,Horror
Child's Play 3,Comedy
Poltergeist,Horror
Poltergeist II: The Other Side,Horror
Poltergeist III,Horror
"Exorcist, The",Horror
Exorcist II: The Heretic,Horror
"Exorcist III, The",Horror
Lethal Weapon,Action
Lethal Weapon 2,Action
Lethal Weapon 3,Action
Gremlins,Comedy
Gremlins 2: The New Batch,Comedy
"Goonies, The",Action
"Mask of Zorro, The",Action
Polish Wedding,Comedy
"This World, Then the Fireworks",Crime
Soylent Green,Drama
Metropolis,Drama
Back to the Future Part II,Adventure
Back to the Future Part III,Adventure
"Poseidon Adventure, The",Action
Freaky Friday,Children
"Absent-Minded Professor, The",Children
"Apple Dumpling Gang Rides Again, The",Children
Babes in Toyland,Children
Bambi,Animation
Seven Samurai (Shichinin no samurai),Action
Dangerous Liaisons,Drama
Dune,Adventure
"Last Temptation of Christ, The",Drama
"Godfather: Part III, The",Crime
"Rapture, The",Drama
Lolita,Drama
Disturbing Behavior,Horror
Jane Austen's Mafia!,Comedy
Saving Private Ryan,Action
"Barefoot Executive, The",Children
"Black Cauldron, The",Adventure
"Black Hole, The",Children
Blackbeard's Ghost,Children
Blank Check,Children
Candleshoe,Adventure
"Cat from Outer Space, The",Children
"Computer Wore Tennis Shoes, The",Children
Condorman,Action
D2: The Mighty Ducks,Children
Darby O'Gill and the Little People,Adventure
"Devil and Max Devlin, The",Comedy
Flight of the Navigator,Adventure
"Great Mouse Detective, The",Action
Herbie Goes Bananas,Adventure
Herbie Goes to Monte Carlo,Adventure
Hocus Pocus,Children
"Honey, I Blew Up the Kid",Children
"Honey, I Shrunk the Kids",Adventure
Hot Lead and Cold Feet,Action
In Search of the Castaways,Adventure
"Incredible Journey, The",Adventure
"Negotiator, The",Action
"Parent Trap, The",Children
BASEketball,Comedy
Roger & Me,Documentary
"Purple Rose of Cairo, The",Comedy
Out of the Past,Film-Noir
Doctor Zhivago,Drama
Fanny and Alexander (Fanny och Alexander),Drama
"Trip to Bountiful, The",Drama
Tender Mercies,Drama
And the Band Played On,Drama
"'burbs, The",Comedy
Fandango,Comedy
"Night Porter, The (Portiere di notte, Il)",Crime
Mephisto,Drama
Blue Velvet,Drama
"Journey of Natty Gann, The",Adventure
"Jungle Book, The",Animation
Lady and the Tramp,Animation
"Little Mermaid, The",Animation
"Mighty Ducks, The",Children
"Muppet Christmas Carol, The",Children
Newsies,Children
101 Dalmatians (One Hundred and One Dalmatians),Adventure
Peter Pan,Animation
Popeye,Adventure
"Rescuers Down Under, The",Adventure
"Rescuers, The",Adventure
Return from Witch Mountain,Children
"Return of Jafar, The",Adventure
Return to Oz,Adventure
"Rocketeer, The",Action
"Shaggy D.A., The",Children
Sleeping Beauty,Animation
Something Wicked This Way Comes,Children
Son of Flubber,Children
Song of the South,Adventure
Splash,Comedy
Steamboat Willie,Animation
Tall Tale,Adventure
Tex,Drama
Tron,Action
Swing Kids,Drama
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),Horror
L.A. Story,Comedy
"Jerk, The",Comedy
Dead Men Don't Wear Plaid,Comedy
"Man with Two Brains, The",Comedy
Grand Canyon,Crime
"Outsiders, The",Drama
Indiana Jones and the Temple of Doom,Action
"Lord of the Rings, The",Adventure
1984 (Nineteen Eighty-Four),Drama
"Dead Zone, The",Thriller
Maximum Overdrive,Horror
Needful Things,Drama
Cujo,Horror
Children of the Corn,Horror
All Dogs Go to Heaven,Animation
"Addams Family, The",Children
Ever After: A Cinderella Story,Comedy
Snake Eyes,Action
Atlantic City,Crime
Autumn Sonata (Höstsonaten),Drama
Who's Afraid of Virginia Woolf?,Drama
Adventures in Babysitting,Adventure
Weird Science,Comedy
Doctor Dolittle,Adventure
"Nutty Professor, The",Comedy
Charlotte's Web,Animation
Watership Down,Adventure
"Secret of NIMH, The",Adventure
"Dark Crystal, The",Adventure
"American Tail, An",Adventure
"American Tail: Fievel Goes West, An",Adventure
Legend,Adventure
Sixteen Candles,Comedy
Pretty in Pink,Comedy
St. Elmo's Fire,Drama
"Clan of the Cave Bear, The",Adventure
House,Comedy
House II: The Second Story,Comedy
"Gods Must Be Crazy, The",Adventure
"Gods Must Be Crazy II, The",Comedy
Air Bud: Golden Receiver,Children
"Avengers, The",Action
How Stella Got Her Groove Back,Drama
"Slums of Beverly Hills, The",Comedy
"Best Man, The (Testimone dello sposo, Il)",Comedy
Henry: Portrait of a Serial Killer,Crime
Rosemary's Baby,Drama
"NeverEnding Story, The",Adventure
"NeverEnding Story II: The Next Chapter, The",Adventure
Attack of the Killer Tomatoes!,Comedy
Surf Nazis Must Die,Action
Your Friends and Neighbors,Comedy
Return to Paradise,Crime
Blade,Action
Dead Man on Campus,Comedy
Wrongfully Accused,Action
Next Stop Wonderland,Comedy
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",Comedy
Beetlejuice,Comedy
Déjà Vu,Drama
Rope,Crime
Family Plot,Comedy
Frenzy,Thriller
Topaz,Thriller
Torn Curtain,Thriller
Marnie,Drama
"Wrong Man, The",Drama
"Man Who Knew Too Much, The",Adventure
"Trouble with Harry, The",Comedy
I Confess,Thriller
Strangers on a Train,Crime
Stage Fright,Mystery
54,Drama
Why Do Fools Fall In Love?,Drama
Willow,Action
"Untouchables, The",Action
Dirty Work,Comedy
Knock Off,Action
"Paradine Case, The",Drama
Lifeboat,Drama
Shadow of a Doubt,Crime
Saboteur,Mystery
Mr. & Mrs. Smith,Comedy
Suspicion,Film-Noir
Jamaica Inn,Drama
"Lady Vanishes, The",Drama
Sabotage,Thriller
Secret Agent,Thriller
"Man Who Knew Too Much, The",Drama
"Ring, The",Drama
"Lodger: A Story of the London Fog, The",Crime
Rounders,Drama
Cube,Horror
Simon Birch,Drama
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy
My Bodyguard,Drama
Class,Comedy
Broadcast News,Comedy
"Allnighter, The",Comedy
Working Girl,Comedy
Married to the Mob,Comedy
Say Anything...,Comedy
My Blue Heaven,Comedy
Hero,Comedy
Toys,Comedy
Young Doctors in Love,Comedy
Parasite,Horror
No Small Affair,Comedy
Blame It on Rio,Comedy
Wisdom,Crime
One Crazy Summer,Comedy
About Last Night...,Comedy
"Seventh Sign, The",Drama
We're No Angels,Comedy
Nothing But Trouble,Adventure
"Butcher's Wife, The",Comedy
Mortal Thoughts,Mystery
"Few Good Men, A",Crime
Indecent Proposal,Drama
Permanent Midnight,Drama
One True Thing,Drama
Rush Hour,Action
Six-String Samurai,Action
Ronin,Action
Urban Legend,Horror
Clay Pigeons,Crime
Monument Ave.,Action
Pecker,Comedy
"Sheltering Sky, The",Drama
"Fiendish Plot of Dr. Fu Manchu, The",Comedy
Them!,Horror
"Thing, The",Action
"Player, The",Comedy
Stardust Memories,Comedy
Edward Scissorhands,Drama
